house_title,location,emi,price,bathroom,parking,localityTruncated,propertyType,state,typeDesc,propertySize
2 BHK Flat  In Arun Park For Sale  In Walhekarwadi,Walhekarwadi,"32,669/Month",5700000,2,BOTH,Walhekarwadi,BUY,READY,2 BHK,870
1 BHK Flat  In Rutej Nest Phase 1 For Sale  In Rutej Nest,Rutej Nest,"23,498/Month",4100000,1,FOUR_WHEELER,Rutej Nest,BUY,READY,1 BHK,590
1 BHK Flat  In Shriram Vihar For Sale  In Chinchwad,Chinchwad,"30,949/Month",5400000,2,NONE,Chinchwad,BUY,READY,1 BHK,650
1 BHK Flat  In Shriram Vihar For Sale  In Chinchwad,Chinchwad,"30,949/Month",5400000,2,NONE,Chinchwad,BUY,READY,1 BHK,650
1 BHK Flat  In Yashodeep Housing Society For Sale  In Yashodeep Apartments,Yashodeep Apartments,"22,925/Month",4000000,1,FOUR_WHEELER,Yashodeep Apartments,BUY,READY,1 BHK,525
2 BHK Flat  In Ramchandra Enclave For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"24,072/Month",4200000,2,FOUR_WHEELER,Pimpri Chinchwad,BUY,READY,2 BHK,950
2 BHK Flat  In Elite Residency For Sale  In Akurdi ,Akurdi ,"48,717/Month",8500000,2,BOTH,Akurdi ,BUY,READY,2 BHK,840
1 BHK Flat  In Arun Park For Sale  In Chinchwad,Chinchwad,"21,206/Month",3700000,1,NONE,Chinchwad,BUY,READY,1 BHK,550
2 BHK Flat  In Viraj Apartment For Sale  In Chinchwad,Chinchwad,"40,120/Month",7000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,1135
1 BHK Flat  In Sai Samarth Heights  For Sale  In Chinchwad,Chinchwad,"17,194/Month",3000000,1,FOUR_WHEELER,Chinchwad,BUY,READY,1 BHK,540
2 BHK Flat  In Aishwaryam Melody For Sale  In Ravet,Ravet,"48,717/Month",8500000,2,BOTH,Ravet,BUY,READY,2 BHK,1000
1 BHK Flat  In Deeplaxmi Housing Society  For Sale  In Chinchwad,Chinchwad,"37,254/Month",6500000,1,FOUR_WHEELER,Chinchwad,BUY,READY,1 BHK,750
1 BHK Flat  In Mayuresh Prangan For Sale  In Chinchwad,Chinchwad,"10,316/Month",1800000,1,NONE,Chinchwad,BUY,READY,1 BHK,566
"1 BHK Flat  In Siddhalaxmi Complex, Akurdi For Sale  In Akurdi",Akurdi,"21,779/Month",3800000,1,TWO_WHEELER,Akurdi,BUY,READY,1 BHK,630
2 BHK Flat  In Meghamalhar Society For Sale  In Chinchwad,Chinchwad,"22,925/Month",4000000,2,NONE,Chinchwad,BUY,READY,2 BHK,1095
2 BHK Flat  In Vaishnavi Apartments For Sale  In  Nigdi, Nigdi,"40,120/Month",7000000,2,BOTH, Nigdi,BUY,READY,2 BHK,898
2 BHK Flat  In Chandrarang Classic For Sale  In Chinchwad ,Chinchwad ,"42,985/Month",7500000,2,FOUR_WHEELER,Chinchwad ,BUY,READY,2 BHK,947
3 BHK Flat  In Empire Estate For Sale  In Chinchwad,Chinchwad,2.58 Lacs/Month,45000000,3,BOTH,Chinchwad,BUY,READY,3 BHK,2600
"2 BHK Flat  In Darshan Nagri Chinchwad For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","31,522/Month",5500000,1,NONE,"Pimpri-Chinchwad,",BUY,READY,2 BHK,770
1 BHK Flat  In Balaji Heights Mohannagar Chinchwad Pune 411019 For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"17,194/Month",3000000,1,TWO_WHEELER,Pimpri Chinchwad,BUY,READY,1 BHK,550
1 BHK Flat  For Sale  In  Chinchwad, Chinchwad,"22,925/Month",4000000,1,BOTH, Chinchwad,BUY,READY,1 BHK,600
2 BHK Flat  In Saishree Apartment For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"33,815/Month",5900000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,850
2 BHK Flat  In Royale Shell For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"68,777/Month",12000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1100
"2 BHK Flat  In Shreeram Apartment For Sale  In Vivek Nagar, Akurdi","Vivek Nagar, Akurdi","37,254/Month",6500000,2,BOTH,"Vivek Nagar, Akurdi",BUY,READY,2 BHK,1100
2 BHK Flat  In Ganpat Kute Sonchafa For Sale  In Chinchwad,Chinchwad,"33,242/Month",5800000,2,BOTH,Chinchwad,BUY,READY,2 BHK,915
"3 BHK Flat  In Chandrasabha  Apartment For Sale  In Pradhikaran, Nigdi","Pradhikaran, Nigdi","51,583/Month",9000000,3,BOTH,"Pradhikaran, Nigdi",BUY,READY,3 BHK,1200
2 BHK Flat  In Mahaveer Complex For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"37,254/Month",6500000,3,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1150
2 BHK Flat  In Dayaghan Apartment For Sale  In Chinchwad,Chinchwad,"30,376/Month",5300000,2,TWO_WHEELER,Chinchwad,BUY,READY,2 BHK,810
2 BHK Flat  In Babar Heritage For Sale  In Akurdi,Akurdi,"71,643/Month",12500000,2,BOTH,Akurdi,BUY,READY,2 BHK,1300
2 BHK Flat  In Babar Heritage For Sale  In Akurdi,Akurdi,"71,643/Month",12500000,2,BOTH,Akurdi,BUY,READY,2 BHK,1300
1 BHK Flat  In Ronak Residency For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"20,060/Month",3500000,1,FOUR_WHEELER,Pimpri Chinchwad,BUY,READY,1 BHK,588
"2 BHK Flat  In Vsquare Next Apartment For Sale  In Pimpri-chinchwad, ","Pimpri-Chinchwad, ","45,851/Month",8000000,2,FOUR_WHEELER,"Pimpri-Chinchwad, ",BUY,READY,2 BHK,1036
2 BHK Flat  In Sukhwani Bliss For Sale  In Chinchwad,Chinchwad,"57,314/Month",10000000,2,FOUR_WHEELER,Chinchwad,BUY,READY,2 BHK,1025
"1 BHK Flat  In Kute Angan Building A , Whalekarwadi For Sale  In Kute Angan Hsg Soc",Kute Angan Hsg Soc,"22,925/Month",4000000,1,TWO_WHEELER,Kute Angan Hsg Soc,BUY,READY,1 BHK,600
1 BHK Flat  In Shyama Heritage For Sale  In Chinchwad,Chinchwad,"24,072/Month",4200000,1,BOTH,Chinchwad,BUY,READY,1 BHK,500
2 BHK Flat  In Navakar Apartment  For Sale  In Chinchwad,Chinchwad,"44,132/Month",7700000,2,BOTH,Chinchwad,BUY,READY,2 BHK,930
"4 BHK Flat  In Narayan Complex For Sale  In  Pimpri-chinchwad,"," Pimpri-Chinchwad,","57,314/Month",10000000,3,BOTH," Pimpri-Chinchwad,",BUY,READY,4 BHK,1800
2 BHK Flat  In Prem Sagar Chinchwad For Sale  In Chinchwad,Chinchwad,"45,851/Month",8000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,956
2 BHK In Blossom Breeze Society For Sale  In Chinchwad,Chinchwad,"33,242/Month",5800000,2,BOTH,Chinchwad,BUY,READY,2 BHK,970
1 RK Flat  In Minakshi Apartment  For Sale  In Nigadi,Nigadi,"20,633/Month",3600000,1,BOTH,Nigadi,BUY,READY,1 RK,385
1 BHK Flat  In Kesargandh Housing Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"22,925/Month",4000000,1,FOUR_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,675
3 BHK House  For Sale  In Chinchwad,Chinchwad,1.72 Lacs/Month,30000000,3,BOTH,Chinchwad,BUY,READY,3 BHK,2500
"2 BHK Flat  In Krishna Kirti Building Pradhikaran Pune For Sale  In Ganga Nagar Road, Nigdi","Ganga Nagar Road, Nigdi","37,254/Month",6500000,2,FOUR_WHEELER,"Ganga Nagar Road, Nigdi",BUY,READY,2 BHK,811
"3 BHK Flat  In Bhakti Harmony Homes For Sale  In Harmony Homes, Bhakti Builder","Harmony Homes, bhakti builder","63,045/Month",11000000,3,BOTH,"Harmony Homes, bhakti builder",BUY,READY,3 BHK,1200
"1 BHK Flat  In Jai Ambe Raajpal  For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","34,388/Month",6000000,2,BOTH,"Pimpri-Chinchwad,",BUY,READY,1 BHK,1000
2 BHK Flat  In The Metropolitan For Sale  In Chinchwad,Chinchwad,"61,899/Month",10800000,2,BOTH,Chinchwad,BUY,READY,2 BHK,1200
1 BHK Flat  In Ashirwad Complex For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"27,510/Month",4800000,1,BOTH,Pimpri Chinchwad,BUY,READY,1 BHK,683
2 BHK Flat  In Krishna Residency  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"28,657/Month",5000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1000
3 BHK Flat  In Yash Laxmi Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"54,448/Month",9500000,3,BOTH,Pimpri-Chinchwad,BUY,READY,3 BHK,1600
1 BHK Flat  In Queenstown For Sale  In Chinchwad,Chinchwad,"38,400/Month",6700000,1,BOTH,Chinchwad,BUY,READY,1 BHK,657
"4 BHK Flat  In Kunal Estate A-7 For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","65,338/Month",11400000,2,BOTH,"Pimpri-Chinchwad,",BUY,READY,4 BHK,1795
3 BHK Flat  For Sale  In Chinchwad,Chinchwad,"50,436/Month",8800000,2,NONE,Chinchwad,BUY,READY,3 BHK,1550
2 BHK Flat  In Pavani Pride For Sale  In Nigdi,Nigdi,"32,669/Month",5700000,2,BOTH,Nigdi,BUY,READY,2 BHK,900
3 BHK House  For Sale  In Nigdi,Nigdi,"40,120/Month",7000000,2,BOTH,Nigdi,BUY,READY,3 BHK,1000
2 BHK Flat  In Bhumi Siddhi For Sale  In Ravet,Ravet,"57,314/Month",10000000,2,FOUR_WHEELER,Ravet,BUY,READY,2 BHK,1193
2 BHK Flat  In Bhumi Siddhi For Sale  In Ravet,Ravet,"57,314/Month",10000000,2,FOUR_WHEELER,Ravet,BUY,READY,2 BHK,1193
2 BHK Flat  In Palak Co Operative Housing Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"28,657/Month",5000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1000
2 BHK Flat  In Arun Park For Sale  In Walhekarwadi,Walhekarwadi,"33,242/Month",5800000,2,FOUR_WHEELER,Walhekarwadi,BUY,READY,2 BHK,790
2 BHK Flat  In Dhruv Darshan For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"46,424/Month",8100000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,2 BHK,960
"2 BHK Flat  In Sukhwani Plaza, Akurdi For Sale  In Akurdi",Akurdi,"40,120/Month",7000000,2,BOTH,Akurdi,BUY,READY,2 BHK,720
2 BHK Flat  In Sai Thrambak  For Sale  In Akurdi,Akurdi,"18,340/Month",3200000,2,TWO_WHEELER,Akurdi,BUY,READY,2 BHK,850
3 BHK Flat  In Aranyam Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"42,985/Month",7500000,2,BOTH,Pimpri-Chinchwad,BUY,READY,3 BHK,1250
1 BHK Flat  In Tulip Infinity Planet For Sale  In Moshi,Moshi,"20,060/Month",3500000,2,FOUR_WHEELER,Moshi,BUY,READY,1 BHK,610
2 BHK House  For Sale  In Chinchwad,Chinchwad,"28,657/Month",5000000,3,NONE,Chinchwad,BUY,READY,2 BHK,900
3 BHK Flat  In Prachi Heritage  For Sale  In Nigdi,Nigdi,1.15 Lacs/Month,20000000,4,BOTH,Nigdi,BUY,READY,3 BHK,1500
1 BHK Flat  In Sejal Park  For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"26,364/Month",4600000,1,NONE,Pimpri Chinchwad,BUY,READY,1 BHK,740
2 BHK Flat  In Poonam Hsg  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"31,522/Month",5500000,1,NONE,Pimpri-Chinchwad,BUY,READY,2 BHK,880
2 BHK Flat  In Laxmi Co Op Housing Society For Sale  In Shahunagar,Shahunagar,"28,657/Month",5000000,1,BOTH,Shahunagar,BUY,READY,2 BHK,780
3 BHK Flat  For Sale  In Nigdi,Nigdi,"85,971/Month",15000000,2,BOTH,Nigdi,BUY,READY,3 BHK,1300
2 BHK Flat  In Bhupali Apartments For Sale  In Chinchwad,Chinchwad,"34,388/Month",6000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,880
2 BHK Flat  In Eligant Residency Phase  For Sale  In Nigdi,Nigdi,"46,424/Month",8100000,2,BOTH,Nigdi,BUY,READY,2 BHK,993
2 BHK Flat  In Shreeram Residency For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"37,254/Month",6500000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,800
"3 BHK House  For Sale  In Nigdipimpri-chinchwad,","NigdiPimpri-Chinchwad,",1.26 Lacs/Month,22000000,3,FOUR_WHEELER,"NigdiPimpri-Chinchwad,",BUY,READY,3 BHK,1800
1 RK House  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"10,316/Month",1800000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 RK,600
2 BHK Flat  In Prestige Classic For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,1,BOTH,Chinchwad,BUY,READY,2 BHK,1000
"1 BHK Flat  In Durga Darshan Society, Yamunanagar, Nigdi, Pune For Sale  In Nigdi",Nigdi,"28,657/Month",5000000,1,TWO_WHEELER,Nigdi,BUY,READY,1 BHK,612
"1 BHK Flat  In Shuray For Sale  In Walekar Wadi, Sector No. 32, Nigdi","Walekar Wadi, Sector No. 32, Nigdi","22,925/Month",4000000,1,FOUR_WHEELER,"Walekar Wadi, Sector No. 32...",BUY,READY,1 BHK,575
2 BHK Flat  In Sai Ganesh Park For Sale  In Chinchwad,Chinchwad,"36,681/Month",6400000,2,TWO_WHEELER,Chinchwad,BUY,READY,2 BHK,900
1 BHK Flat  In Deep Jyoti Housing Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"16,048/Month",2800000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,550
2 BHK In Girana Society For Sale  In Chinchwad,Chinchwad,"40,120/Month",7000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,800
2 BHK Flat  In Sairang Residency For Sale  In Chinchwad,Chinchwad,"34,388/Month",6000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,970
2 BHK Flat  In Sairang Residency For Sale  In Chinchwad,Chinchwad,"34,388/Month",6000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,970
1 RK Flat  For Sale  In Walhekarwadi,Walhekarwadi,"22,925/Month",4000000,1,FOUR_WHEELER,Walhekarwadi,BUY,READY,1 RK,600
2 BHK Flat  In Elegant Residency For Sale  In Nigdi,Nigdi,"46,424/Month",8100000,2,BOTH,Nigdi,BUY,READY,2 BHK,994
2 BHK Flat  In Commanders Aayush Park For Sale  In Talegaon Dabhade,Talegaon Dabhade,"16,048/Month",2800000,2,BOTH,Talegaon Dabhade,BUY,READY,2 BHK,691
2 BHK House  For Sale  In  Akurdi, Akurdi,"20,060/Month",3500000,2,TWO_WHEELER, Akurdi,BUY,READY,2 BHK,750
2 BHK Flat  In Madhav Kunj Society For Sale  In Nigadi,Nigadi,"18,913/Month",3300000,1,TWO_WHEELER,Nigadi,BUY,READY,2 BHK,790
"1 BHK Flat  In Samarth R Building For Sale  In Chichwad, Pune, Midc, Chinchwad, Pimpri-chinchwad, Maharashtra, India","Chichwad, Pune, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra, India","22,925/Month",3999999,1,TWO_WHEELER,"Chichwad, Pune, MIDC, Chinc...",BUY,READY,1 BHK,600
1 RK Flat  In Sai Ganesh Park For Sale  In Kalyan East,kalyan east,"16,048/Month",2800000,1,BOTH,kalyan east,BUY,READY,1 RK,385
1 BHK Flat  In Ronak Residency For Sale  In Chinchwad,Chinchwad,"22,352/Month",3900000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,645
3 BHK Flat  In Atharva Heritage For Sale  In Chinchwad,Chinchwad,"68,777/Month",12000000,3,BOTH,Chinchwad,BUY,READY,3 BHK,1440
"1 RK Flat  In Krsihna Apartment  For Sale  In Sector- 21, Yamuna Nagar, Nigdi","Sector- 21, Yamuna Nagar, Nigdi","14,901/Month",2600000,1,BOTH,"Sector- 21, Yamuna Nagar, N...",BUY,READY,1 RK,325
1 BHK Flat  In Megha Heights Society For Sale  In Megha Heights Society,Megha Heights Society,"34,388/Month",6000000,1,BOTH,Megha Heights Society,BUY,READY,1 BHK,900
1 BHK Flat  In Yash Yashogandh For Sale  In Chinchwad,Chinchwad,"31,522/Month",5500000,1,BOTH,Chinchwad,BUY,READY,1 BHK,650
2 BHK Flat  In Spb Palaash Rhythm For Sale  In Pune,Pune,"32,669/Month",5700000,2,FOUR_WHEELER,Pune,BUY,READY,2 BHK,775
2 BHK Flat  For Sale  In   Akurdi,  Akurdi,"31,522/Month",5500000,3,TWO_WHEELER,  Akurdi,BUY,READY,2 BHK,1260
1 BHK Flat  In Ganesh Darshan Golande Estate  G Wing Chinchwad For Sale  In Chinchwad,Chinchwad,"21,779/Month",3800000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,488
1 RK House  For Sale  In Talwade,Talwade,"5,731/Month",1000000,1,NONE,Talwade,BUY,READY,1 RK,350
2 BHK Flat  In Pearl Residency For Sale  In Ravet,Ravet,"42,985/Month",7500000,2,BOTH,Ravet,BUY,READY,2 BHK,1000
"1 BHK Flat  In Mangolia Park ,walekarwadi ,akurdi For Sale  In Rawat Brothers",Rawat Brothers,"21,206/Month",3700000,1,TWO_WHEELER,Rawat Brothers,BUY,READY,1 BHK,450
1 BHK Flat  In Sai Lila For Sale  In Chinchwad,Chinchwad,"17,194/Month",3000000,1,BOTH,Chinchwad,BUY,READY,1 BHK,650
1 RK In Giriraj Co-operative Hausing Society For Sale  In Bijali Nagar,Bijali Nagar,"12,036/Month",2100000,1,NONE,Bijali Nagar,BUY,READY,1 RK,370
3 BHK Flat  In Morya Residency For Sale  In Chinchwad,Chinchwad,"32,669/Month",5700000,2,BOTH,Chinchwad,BUY,READY,3 BHK,830
2 BHK Flat  In Anugraha Apartment Society For Sale  In Chinchwad ,chinchwad ,"40,120/Month",7000000,3,BOTH,chinchwad ,BUY,READY,2 BHK,881
"4+ BHK House  For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,",2.01 Lacs/Month,35000000,6,BOTH,"Pimpri-Chinchwad,",BUY,READY,4+ BHK,4300
3 BHK House  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"27,224/Month",4750000,4,BOTH,Pimpri-Chinchwad,BUY,READY,3 BHK,1300
2 BHK Flat  In Chaitanya Shree Housing Society For Sale  In Nigdi Pradhikaran,Nigdi Pradhikaran,"48,717/Month",8500000,2,BOTH,Nigdi Pradhikaran,BUY,READY,2 BHK,850
2 BHK Flat  In Chaitanya Shree Housing Society For Sale  In Nigdi Pradhikaran,Nigdi Pradhikaran,"48,717/Month",8500000,2,BOTH,Nigdi Pradhikaran,BUY,READY,2 BHK,850
2 BHK House  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"11,462/Month",2000000,2,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,2 BHK,680
2 BHK Flat  In Sai Parvati Appartment For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,1,TWO_WHEELER,Chinchwad,BUY,READY,2 BHK,700
2 BHK Flat  In Nakshatra Apartment  For Sale  In Chinchwad,Chinchwad,"36,681/Month",6400000,2,TWO_WHEELER,Chinchwad,BUY,READY,2 BHK,758
4+ BHK House  For Sale  In Walhekarwadi,Walhekarwadi,1.32 Lacs/Month,23000000,6,BOTH,Walhekarwadi,BUY,READY,4+ BHK,5000
"2 BHK Flat  In Shree Vihar For Sale  In Block B6,  Nigdi","Block B6,  Nigdi","28,657/Month",5000000,1,TWO_WHEELER,"Block B6,  Nigdi",BUY,READY,2 BHK,840
"1 BHK Flat  In Sukhakarta Apartment For Sale  In Joshi Marg, Chinchwad","Joshi Marg, Chinchwad","16,907/Month",2950000,1,TWO_WHEELER,"Joshi Marg, Chinchwad",BUY,READY,1 BHK,460
2 BHK Flat  In Goyal Darshan Nagari For Sale  In Chinchwad,Chinchwad,"33,242/Month",5800000,1,TWO_WHEELER,Chinchwad,BUY,READY,2 BHK,740
"1 BHK Flat  In Manish Complex,  For Sale  In Chinchwad",Chinchwad,"20,060/Month",3500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,670
3 BHK Flat  In Infinity Tower For Sale  In Sant Tukaram Maharaj Bridge,Sant Tukaram Maharaj Bridge,"56,168/Month",9800000,3,FOUR_WHEELER,Sant Tukaram Maharaj Bridge,BUY,READY,3 BHK,1560
"2 BHK Flat  In  Rutej Park For Sale  In Pradhikaran, Nigdi","Pradhikaran, Nigdi","31,522/Month",5500000,2,BOTH,"Pradhikaran, Nigdi",BUY,READY,2 BHK,963
1 BHK Flat  In Bhalerao Heights For Sale  In Akurdi,Akurdi,"20,633/Month",3600000,1,TWO_WHEELER,Akurdi,BUY,READY,1 BHK,680
2 BHK House  For Sale  In  Pimpri-chinchwad, Pimpri-Chinchwad,"63,045/Month",11000000,2,FOUR_WHEELER, Pimpri-Chinchwad,BUY,READY,2 BHK,1300
2 BHK Flat  In Sankalp Apartment  For Sale  In Nigdi,Nigdi,"38,973/Month",6800000,2,BOTH,Nigdi,BUY,READY,2 BHK,790
"1 BHK Flat  In Shree Moraya Gosavi, Keshav Nagar For Sale  In Chinchwad Gaon",Chinchwad Gaon,"21,206/Month",3700000,1,TWO_WHEELER,Chinchwad Gaon,BUY,READY,1 BHK,615
4+ BHK Flat  In Standalone For Sale  In Chinchwad,Chinchwad,1.49 Lacs/Month,26000000,3,BOTH,Chinchwad,BUY,READY,4+ BHK,3000
1 RK Flat  In Sai Vastu   For Sale  In Sai Vastu,Sai Vastu,"8,597/Month",1500000,1,TWO_WHEELER,Sai Vastu,BUY,READY,1 RK,500
1 BHK Flat  In Santoshi Maa Complex For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,575
"2 BHK Flat  In Siddhivinayak Shubhashree Residential For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","41,266/Month",7200000,2,FOUR_WHEELER,"Pimpri-Chinchwad,",BUY,READY,2 BHK,950
4+ BHK House  For Sale  In Chikhali ,Chikhali ,"48,717/Month",8500000,6,BOTH,Chikhali ,BUY,READY,4+ BHK,2400
"2 BHK Flat  In La Casita From Dolphin Developers, For Sale  In Pimpri-chinchwad",Pimpri-Chinchwad,"35,534/Month",6200000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1040
1 BHK Flat  In Shree Ram Builders Pune Shri Ram Heights For Sale  In Akurdi Chowk,Akurdi Chowk,"19,486/Month",3400000,1,TWO_WHEELER,Akurdi Chowk,BUY,READY,1 BHK,630
1 BHK Flat  In Kamal Housing Society  For Sale  In Chinchwad,Chinchwad,"22,925/Month",4000000,1,BOTH,Chinchwad,BUY,READY,1 BHK,500
"1 BHK Flat  In Durva Residency For Sale  In Mohan Nagar, Midc, Chinchwad","Mohan Nagar, MIDC, Chinchwad","25,791/Month",4500000,1,TWO_WHEELER,"Mohan Nagar, MIDC, Chinchwad",BUY,READY,1 BHK,650
"2 BHK Flat  In Bunty Mayur Samruddhi, Akurdi For Sale  In Akurdi",Akurdi,"42,985/Month",7500000,2,FOUR_WHEELER,Akurdi,BUY,READY,2 BHK,933
2 BHK Flat  In Nirupam Apartments For Sale  In Nigdi,Nigdi,"27,510/Month",4800000,2,NONE,Nigdi,BUY,READY,2 BHK,730
2 BHK Flat  In Nirupam Apartments For Sale  In Nigdi,Nigdi,"27,510/Month",4800000,2,NONE,Nigdi,BUY,READY,2 BHK,730
"1 BHK Flat  In Prarthana Sagar Chs, Pimpri Chinchwad For Sale  In Pimpri-chinchwad",Pimpri-Chinchwad,"34,388/Month",6000000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,645
2 BHK Flat  In Ssd Sai Comfort For Sale  In Pimpri,Pimpri,"37,254/Month",6500000,2,BOTH,Pimpri,BUY,READY,2 BHK,1000
2 BHK Flat  In Shamanand Residency For Sale  In Akurdi,Akurdi,"45,851/Month",8000000,2,BOTH,Akurdi,BUY,READY,2 BHK,850
1 RK Flat  In Manjula Apartemnt  For Sale  In Chinchwad ,Chinchwad ,"14,328/Month",2500000,1,TWO_WHEELER,Chinchwad ,BUY,READY,1 RK,350
4+ BHK House  For Sale  In  Walhekarwadi, Walhekarwadi,"63,045/Month",11000000,6,TWO_WHEELER, Walhekarwadi,BUY,READY,4+ BHK,2398
1 RK Flat  In Abhinandan Chs For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"12,036/Month",2100000,1,FOUR_WHEELER,Pimpri-Chinchwad,BUY,READY,1 RK,440
1 BHK Flat  In Prestige Complex For Sale  In  Chinchwad, Chinchwad,"20,060/Month",3500000,1,TWO_WHEELER, Chinchwad,BUY,READY,1 BHK,577
2 BHK Flat  In Saideep Park For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"20,060/Month",3500000,1,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,750
2 BHK Flat  In Neel Housing Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"21,235/Month",3705000,1,FOUR_WHEELER,Pimpri-Chinchwad,BUY,READY,2 BHK,780
2 BHK Flat  In Sanjay Kakade Township For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"34,388/Month",6000000,2,NONE,Pimpri-Chinchwad,BUY,READY,2 BHK,840
4 BHK Flat  In West Winds Society Pradhikaran  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"85,971/Month",15000000,3,FOUR_WHEELER,Pimpri-Chinchwad,BUY,READY,4 BHK,2000
1 BHK Flat  In Sai Shardha Garden For Sale  In Kalewadi,Kalewadi,"20,060/Month",3500000,1,BOTH,Kalewadi,BUY,READY,1 BHK,650
1 BHK Flat  In Surabhi Apartment Flat No 14 Sector No 126 Mohan Nagar Chinchwad Pune 411019 For Sale  In Esi Hospital Chowk,ESI Hospital Chowk,"18,340/Month",3200000,1,TWO_WHEELER,ESI Hospital Chowk,BUY,READY,1 BHK,560
1 BHK Flat  In Kakade Township For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"20,346/Month",3550000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,610
2 BHK Flat  In Pooja Corner For Sale  In  Pimpri-chinchwad, Pimpri-Chinchwad,"45,851/Month",8000000,2,BOTH, Pimpri-Chinchwad,BUY,READY,2 BHK,1450
1 RK Flat  In Gulmohar Aparment For Sale  In Akurdi Railway Station,Akurdi Railway Station,"8,597/Month",1500000,1,TWO_WHEELER,Akurdi Railway Station,BUY,READY,1 RK,250
3 BHK Flat  For Sale  In Nigdi,Nigdi,"31,522/Month",5500000,2,NONE,Nigdi,BUY,READY,3 BHK,1000
2 BHK Flat  In Imperial Heights For Sale  In Nigdi,Nigdi,"35,534/Month",6200000,2,FOUR_WHEELER,Nigdi,BUY,READY,2 BHK,970
4+ BHK House  For Sale  In Pimpri-chinchwad ,Pimpri-Chinchwad ,2.58 Lacs/Month,45000000,5,BOTH,Pimpri-Chinchwad ,BUY,READY,4+ BHK,7500
2 BHK Flat  In Sukhnagari Apartment For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"32,096/Month",5600000,1,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,800
